# brandId	brandName
ent_158137	尤尼克斯
ent_237166	弘家
ent_027256	安尔乐
ent_039676	欣丽美
ent_036090	翠河
ent_102298	里美
ent_014783	百合
ent_163640	金鼎
ent_146413	谷幽兰
ent_211000	兴华
ent_240066	家物语
ent_036051	黄龙
ent_016512	药都八方
ent_166433	同荣
ent_224070	爱零零
ent_247421	金路达
ent_113474	腾达
ent_169828	阿里亚特
ent_097162	勤山民
ent_172401	电派
ent_222378	山进
ent_015199	小米
ent_008867	茉莉花
ent_141915	索芙特
ent_120602	卡拉羊
ent_207035	养生堂
ent_057318	麒麟
ent_047844	比得兔
ent_163689	一品
ent_123106	有机地球
ent_069281	德士
ent_096330	金色美泉
ent_005364	美思
ent_236107	嘉实多
ent_187133	中粮
ent_041081	宝洁
ent_233506	唐人神
ent_165987	添睿
ent_049691	女人心
ent_176638	布丁
ent_036963	嘉士利
ent_195952	香草
ent_079807	瑞恩
ent_096759	柏荷堂
ent_198972	淘生活
ent_185975	卡西欧
ent_108292	荣飞
ent_160273	懒易家
ent_180963	美特佳
ent_007847	淳度
ent_194523	三笑
ent_183437	嘉应
ent_185422	水之密语
ent_120921	惠润
ent_146745	帅康
ent_176198	瑞丽达
ent_046967	艾芭薇
ent_003969	天际
ent_062938	美菱
ent_118049	曼容豪世
ent_194161	安卡米
ent_205980	90分
ent_108151	帅气
ent_172459	德亿
ent_121452	乡吧佬
ent_186876	宝宝
ent_165671	宇年
ent_035558	奥美达_电器
ent_132212	奈特科尔
ent_071504	蓝顿_酒
ent_019578	禾泱泱
ent_132544	洲克
ent_240985	安博尔
ent_201193	安踏
ent_059426	塔菲克
ent_128139	仙草灵福康
ent_184630	梓煊宝贝
ent_053421	锦瑟香也
ent_087039	华亿
ent_031160	新代
ent_064859	品香园
ent_165074	涂鸦
ent_189205	施华洛世奇
ent_008737	乔丹
ent_225035	不二家
ent_197778	麦吉士
ent_029446	绅宝
ent_080882	Ulike_电器
ent_241690	欧舒丹
ent_247458	奥田
ent_125095	飞鹤
ent_126277	快活林
ent_190960	自然派
ent_240897	清让
ent_007938	茵佳妮
ent_197983	博可斯
ent_211450	狂神
ent_183059	小度
ent_200765	商务印书馆
ent_153987	金莱特
ent_141744	奥克斯
ent_246500	凯琴_家电
ent_177442	万和
ent_121897	欧润哲
ent_189866	英发
ent_200872	广州酒家
ent_230029	金莱特
ent_159783	科迪
ent_033595	万宁
ent_238349	味back
ent_136682	玉の肌
ent_154091	品度
ent_052533	飞雁
ent_011936	舒肤佳
ent_131270	洛夫特
ent_238363	婉丝
ent_145098	小蓝羊
ent_023559	恺贝
ent_213679	意创生活
ent_133791	久阳_厨房用具
ent_171351	战术
ent_162290	六神
ent_056210	桂圆
ent_190367	虎骑士
ent_094902	翠菲克
ent_026740	卡蒙
ent_083572	天使丽人
ent_057940	润帛
ent_189748	百联
ent_031080	兴派
ent_246399	依思Q
ent_232415	宝格丽
ent_112082	唯新
ent_127037	青蛙王子
ent_075805	诚品
ent_242729	创尔特
ent_112474	剑桥
ent_078451	森太
ent_075671	鹰制菓
ent_065376	盛兴龙
ent_035392	老徽乡
ent_098739	伊芳妮
ent_133575	三只松鼠
ent_079472	绿联
ent_154645	帕森
ent_046188	哈特_食品
ent_185330	杜蕾斯
ent_001465	药知源
ent_210163	百钻
ent_179080	黑妹
ent_202042	科美
ent_232922	洛克
ent_161867	爱仕达
ent_091438	爱肯
ent_085898	巴巴泥
ent_029268	千选
ent_001842	劲仔
ent_002101	爱迪生
ent_072590	京龙睿信
ent_120895	雅士利
ent_249074	哲品家居
ent_053712	衣随行
ent_116343	汤姆农场_韩国
ent_018235	蝶安芬
ent_203570	润扬
ent_213642	杰诺
ent_152605	督威
ent_122205	路其尔
ent_072569	拉芳
ent_142550	翁财记
ent_097735	虎牌
ent_183356	阿帕齐
ent_171490	盈驰
ent_106860	美商海盗船
ent_002442	普雷达
ent_174540	千分之三
ent_147823	中邦
ent_122572	古势
ent_000129	劳特巴赫
ent_153355	超人
ent_199817	拉比
ent_240219	歌莉娅
ent_213878	珂思
ent_112348	阿诺
ent_006835	万臣
ent_065599	百威
ent_195630	强生婴儿
ent_031212	雀巢
ent_173665	双枪
ent_188562	盛源来
ent_002468	铁匠世家
ent_219374	乐肴居
ent_193358	皮尔卡丹
ent_210982	嘉媚乐
ent_063615	欧时力
ent_188360	京鲁远洋
ent_211597	多跃
ent_001457	福爱喜
ent_179801	保蒂克
ent_037039	飞人
ent_101158	原木和音
ent_114401	番茄派
ent_001217	永诺
ent_141032	枫康
ent_027770	汤姆福特
ent_109991	阿乐乐可
ent_077182	獐子岛
ent_215016	双汇王中王
ent_010177	素士
ent_075923	博婷
ent_043162	创维
ent_180845	酷食派
ent_038480	包纳
ent_167089	楼外楼
ent_248723	小禾
ent_231235	向阳花
ent_126227	华阳
ent_214285	蓓霓芬
ent_028212	接力出版社
ent_204887	易·时代
ent_034256	雪花
ent_244512	长安
ent_160697	远洋
ent_093267	Angela_床上用品
ent_003702	福库
ent_227252	多丽_家电
ent_156473	福记
ent_106553	紫丁香
ent_063703	索舒雅
ent_220789	力士
ent_044873	阿瑞娜
ent_204107	日照绿茶
ent_079460	舒霖
ent_231464	会稽山
ent_015055	广御园
ent_179173	九制_家装主材
ent_004223	名仁
ent_078348	邦臣小红花
ent_222073	小东北
ent_232535	桑贡世家
ent_044978	恒源祥
ent_142251	万喜
ent_107851	标王_电器
ent_061182	多美卡
ent_096155	九口山
ent_143079	亨博
ent_157526	持为
ent_017693	万宝龙
ent_244671	南娜
ent_126420	直白
ent_081754	泰兰尼斯
ent_136375	力诚
ent_138482	展望可爱多
ent_008177	林内
ent_065613	正中
ent_183373	黑鱼
ent_220562	杨先生
ent_148619	金枪鱼
ent_246308	冰纯嘉士伯
ent_188042	宜而爽
ent_220602	海瑟薇
ent_155329	澳雪
ent_166247	桑瑞得
ent_122359	汇乐
ent_185542	纳川
ent_197230	舒铂康
ent_071953	海买
ent_208278	墨立方
ent_097460	荷花
ent_163848	德玛科
ent_145472	other其他
ent_244666	百灵猫
ent_024452	瑞家
ent_159019	方家铺子
ent_208663	西瓜太郎
ent_135473	网易智造
ent_230229	烤乐仕
ent_172584	元盛
ent_242970	精力沛
ent_080726	梵声
ent_148623	澹雅
ent_241006	欧凯斯
ent_143882	格兰仕
ent_069053	小伙子
ent_043688	迪卡侬
ent_003533	敏家
ent_247045	旅友
ent_038533	顽克
ent_051283	卡农
ent_173534	恋一恋
ent_102486	梅花
ent_228705	蜜蜜花
ent_115799	摩米士
ent_239639	米可充
ent_112830	富铤
ent_226115	九殿
ent_218448	鸿星尔克
ent_180921	辣魔王
ent_103158	诺必行
ent_000298	帅鱼
ent_102758	大宇
ent_193279	雷柏
ent_123716	象形
ent_031220	达尼
ent_218543	香奈儿
ent_000964	福施福
ent_159866	快洁星
ent_099156	克林莱
ent_119377	飘飘
ent_167714	娇兰
ent_119671	恩楚
ent_177854	井尚美
ent_139805	顺祥
ent_006021	蓝带
ent_132245	天润
ent_044874	金鲤桥
ent_186249	康宁
ent_019749	亚宝
ent_233632	远梦
ent_217761	西铁城
ent_021985	归纳
ent_051599	凡士林
ent_054940	桃林园
ent_130557	昌茂
ent_105078	稻花香
ent_178705	方回春堂
ent_216357	贩美丽
ent_121202	君派
ent_127045	宏绿
ent_114464	巴布豆
ent_070855	中彩
ent_079634	名友
ent_181828	静熙
ent_055816	贝亲
ent_022526	黄金
ent_005471	双汇
ent_043501	喜凌
ent_151972	好婆媳
ent_037405	拉斐尔
ent_032845	解百纳
ent_243288	尘博士
ent_235698	小狗
ent_158036	美枣王
ent_111056	扬子
ent_015346	芙瑞可
ent_245938	冠格
ent_186317	本体
ent_004425	酒时浪
ent_108003	衣品天成
ent_050073	珍味来
ent_035313	锦宫
ent_172261	百事可乐
ent_081763	庆同
ent_045176	四季牡丹
ent_042396	百丽丝
ent_161342	米家
ent_149949	魔炼者
ent_029099	多丽
ent_078155	强力
ent_145957	佳瑞艾尔
ent_155553	优丽屋
ent_043918	洛杉奇
ent_093409	鹰堡
ent_020848	金达日美
ent_172250	圣美绮
ent_047391	花虎
ent_007843	蜜桃派
ent_219262	小林制药
ent_241693	老襄阳
ent_152692	锦色华年
ent_090788	阿纯
ent_199244	川辣妹
ent_109011	伟嘉
ent_117410	雯翔
ent_128788	诺诗兰
ent_233042	花姿
ent_164853	欧迪芬
ent_217874	维尔晶
ent_207051	爱碧娥
ent_101494	康佳
ent_142814	匹克
ent_228180	年余
ent_208533	娜慕尔
ent_159362	雪花秀
ent_058353	迪亚多纳
ent_005370	香鉴
ent_097629	德伦堡
ent_163558	钻石
ent_078601	嘉顿
ent_087807	龙奇_数码
ent_099028	每日
ent_085924	花香随
ent_120352	禧天龙
ent_111508	小笨熊
ent_018116	鲜御
ent_131941	泡吧
ent_066914	海牌_韩国
ent_174090	美际_化妆品
ent_018504	美然千
ent_103560	凯音
ent_071858	尤利特
ent_180535	铁三角
ent_219819	大号
ent_065300	宁美国度
ent_103530	美峰
ent_093709	护舒宝
ent_167402	火枫
ent_140973	帝之选
ent_009465	雪丽糍
ent_132260	田良君
ent_031162	万宝
ent_046377	体吉
ent_006464	东远
ent_143301	怀特王子
ent_062352	泰福高
ent_065102	凯伦诗
ent_141398	燕京啤酒
ent_061471	爱好
ent_083424	添弗
ent_243646	端木紫
ent_175835	纸贵满堂
ent_136992	喜之郎
ent_028726	杰西伍
ent_070650	海馨
ent_241500	嗳呵
ent_145886	洋河
ent_210179	德仁堂
ent_142456	古龙
ent_165835	湾仔码头
ent_049101	拜耳
ent_123549	现代
ent_130132	杰威尔
ent_196081	无印良品
ent_137009	硕美科
ent_150150	智慧夫人
ent_189677	红枫叶
ent_242804	奇声
ent_195013	多亲
ent_157559	曼秀雷敦
ent_065901	新秀丽
ent_179627	舒雅
ent_137094	安然纳宜
ent_248183	苏菲
ent_215805	亨利
ent_226562	正大
ent_102780	三季
ent_219812	天元
ent_236098	金稻
ent_086805	易游
ent_057360	中诺
ent_080945	宇升
ent_197121	老板
ent_141135	仙妮蕾德
ent_140761	小黑裙
ent_152785	榄菊
ent_114108	永高人
ent_165631	依依
ent_136648	LZL_数码
ent_206784	滋膳堂
ent_081033	名气
ent_199494	金号
ent_174826	美光
ent_161424	娜尔思
ent_030157	仙笛
ent_050231	口水娃
ent_012598	标榜
ent_030460	港洲
ent_139769	屈臣氏
ent_052938	蓝宝
ent_092648	我布
ent_107046	意尚英姿
ent_055358	牧高笛
ent_055118	村田
ent_149063	标蒂芙
ent_025281	梅林
ent_032225	百家好世
ent_168231	思萌
ent_089613	潮盛
ent_241957	圆一
ent_087588	宝家丽
ent_201778	丽榜
ent_002094	贝瑟斯
ent_116784	西屋
ent_167531	香米
ent_155715	杯具熊
ent_111661	三九
ent_000528	世家
ent_045226	卡罗特
ent_220092	唐家欧美
ent_039397	龙狮戴尔
ent_180046	草原
ent_128759	谜尚
ent_083655	温倍尔
ent_081753	斯伯丁
ent_079886	顺庭
ent_102908	探路者
ent_072704	禛香
ent_224047	博尼
ent_026438	康夫
ent_157766	帅丰
ent_030075	麦尔
ent_222375	派力德
ent_190545	名健
ent_113993	川崎
ent_027212	无限极
ent_240410	艾品酷
ent_186072	英菲克
ent_034025	蕉下
ent_051592	简法
ent_015822	星赞_清洁工具
ent_208221	喔喔
ent_177936	广博
ent_130422	施华蔻
ent_195603	浩然
ent_014012	海望
ent_179895	ECX_家电
ent_141999	约克
ent_019589	韩派
ent_185136	千泉
ent_240649	美速达
ent_225492	万里
ent_154509	小馒头
ent_207382	皮皮狗
ent_113820	威能
ent_058753	稻草人
ent_118960	锐度
ent_074132	七斤嫂
ent_022381	小吉
ent_217634	雷蛇
ent_057552	瓦力_手机配件
ent_118460	木瓜
ent_225089	礼之源
ent_149167	正飞
ent_214971	一品爽
ent_169995	盘龙云海
ent_225461	悠珂思
ent_047233	俱竞阳
ent_081637	报喜鸟
ent_169687	一千零一夜
ent_020723	集云
ent_123979	怡佳仁
ent_097408	创亿_电器
ent_045016	原创主题
ent_125189	虎贝尔
ent_057549	巢所
ent_230281	德威
ent_119607	七星
ent_035665	汤臣倍健
ent_157524	贝尔莱德
ent_149878	甘汁园
ent_152278	物本源
ent_118424	兹歌人
ent_076807	倍轻松
ent_052806	金丝
ent_125976	冬笋
ent_147557	玉堂
ent_189553	威力
ent_186635	莱克吉米
ent_125481	创奕
ent_186557	蒙牛
ent_161819	厨莱克斯
ent_204615	迷阵
ent_245767	阿尔卑斯
ent_043473	伊威
ent_004332	鞋柜
ent_124052	美宝莲
ent_178336	尚朋堂
ent_202390	艾帛丽
ent_022926	飙山狼
ent_150885	雪之恋
ent_102485	夏新
ent_060941	神火
ent_080026	冠品园
ent_135732	英特洲
ent_110927	飘零大叔
ent_206819	姬存希
ent_088432	索兰
ent_159397	骑士
ent_241485	追觅
ent_101031	凡科_家电
ent_241264	贝因美
ent_118504	迈卡盾
ent_060473	回音必
ent_182089	明子德
ent_236533	荞梦圆
ent_193063	夜染衣
ent_077947	步一
ent_180889	三山岛
ent_102445	优盟
ent_213451	痴迷
ent_085205	回头客
ent_015693	艾格吃饱了
ent_078982	歌贝拉
ent_055244	兰月星
ent_135685	强生
ent_088167	玛玛绨
ent_110020	未知
ent_091747	超霸
ent_008603	醉娉婷
ent_242146	江小白
ent_206605	东方港湾
ent_029950	车仆
ent_028999	九猴
ent_149182	洁玉
ent_210660	歌力思
ent_045390	萨罗娜
ent_223277	露华浓
ent_072018	小白心里软
ent_212710	瓦伦丁
ent_079816	小霸王
ent_039391	魔麦
ent_200618	王麻子
ent_234837	博朗
ent_005678	芙莉美娜
ent_147261	洛斐
ent_028488	海信
ent_210442	作家出版社
ent_099300	桂发祥十八街
ent_186370	三彩
ent_246202	鸥都
ent_000329	欧意_家电
ent_073671	暖纯
ent_113003	家至宝
ent_017523	超能
ent_230565	欧琳
ent_146128	美丽雅
ent_107180	红豆
ent_058642	须眉
ent_082643	威龙
ent_006318	正益凯
ent_017526	UTSUWA_日本
ent_099519	九安
ent_221558	夏普
ent_074805	世一堂
ent_214000	威佰士
ent_171565	爱敬
ent_181801	嘉百特
ent_171142	波路梦
ent_138699	康妮雅
ent_181933	秀色可餐
ent_221343	南方黑芝麻
ent_181958	瑞科
ent_005378	太平
ent_226599	娅奴
ent_041002	美丽标记
ent_244744	蜘蛛侠
ent_205000	番茄
ent_090252	稻香村
ent_135215	艾尚琳
ent_080819	佳帮手
ent_225927	蜻蜓
ent_246868	酷奇
ent_087596	好想你
ent_031607	金瓜
ent_005043	鹿人
ent_071470	高露洁
ent_132531	科勒
ent_100936	圣罗兰
ent_077220	独爱
ent_009228	欧林雅
ent_234363	莱卡
ent_092482	东宝
ent_234963	小钟工坊
ent_095573	果果
ent_229723	独到
ent_187064	红葡萄
ent_001630	鲨客
ent_248215	童宝奇_办公用品
ent_246804	萨夫百德
ent_231631	鸿翔
ent_237521	伟鸿_清洁工具
ent_044489	洛华侬
ent_235340	高多
ent_234033	筷之语
ent_076672	耐克
ent_227317	旺仔
ent_200740	孩视宝
ent_082601	爱丽思
ent_004363	盛继堂
ent_156997	优色林
ent_153194	琴叶
ent_169871	雨沐
ent_130174	途美
ent_077317	富康
ent_114362	诺帝卡
ent_103218	英派
ent_056186	蒲议
ent_146827	女人心
ent_238700	布来亚克
ent_218744	露莎士
ent_213595	青及
ent_136763	洁锐
ent_073880	松仁
ent_166397	朴悦
ent_130788	易博
ent_126069	巷仔边
ent_076499	老码头
ent_095158	英树
ent_040101	云楼
ent_033718	完美公主
ent_004895	纪梵希
ent_066203	闪闪优品
ent_148558	熊猫果缘
ent_174128	风王
ent_228767	兰芝
ent_239922	有友
ent_188573	万圣
ent_010311	金日
ent_137822	爱得利
ent_150827	凯蒂猫
ent_028832	陶复昌
ent_137482	居家家
ent_218564	摩高
ent_046707	奔腾
ent_149048	博锐
ent_056680	芭菲
ent_000982	黄色小鸭
ent_096477	浪里豹
ent_027380	小牛乒乓
ent_130677	三菱
ent_145487	鱼跃
ent_170231	百利
ent_165509	子祺
ent_159623	蓝岸
ent_235225	耶米熊
ent_167064	慧曼
ent_226880	万福
ent_088262	乌苏啤酒
ent_189529	贝视特
ent_085399	硕图
ent_060085	舒可曼
ent_125387	樱花
ent_018930	雅诚德
ent_174795	马甲线_健身服装
ent_011174	索利斯
ent_076540	十月初五饼家
ent_010221	中国纺织出版社
ent_056989	蒂芬妮
ent_232588	魅力基因
ent_203075	敬天赞
ent_067509	斐尔可
ent_148621	瑞松
ent_203307	小笼包
ent_206778	好妈妈
ent_099707	九叶草
ent_200330	巴拉巴拉
ent_041877	鑫峰
ent_131037	华菲·型格
ent_144386	灵蛇
ent_094545	红贵纺
ent_119653	趴趴狗
ent_060652	相宜本草
ent_169977	豪伟达
ent_142556	西湖龙井
ent_170350	济公
ent_018110	巧益
ent_210422	赛达
ent_093879	海蓝宝
ent_101216	金翔
ent_241064	韩束
ent_002747	米米多
ent_234310	DDS_美妆
ent_027365	流行e派
ent_156519	泰尼卡
ent_233723	欧莱雅
ent_042094	海澜之家
ent_103034	樱花
ent_199049	辛迪莉
ent_077857	富安娜
ent_073409	万能通
ent_007436	超达_食品
ent_002870	青九纺
ent_042535	红叶
ent_118419	丝塔芙
ent_221642	明基
ent_144690	华美
ent_244384	华东师范大学出版社
ent_227683	横县茉莉花茶
ent_003916	山灵
ent_218567	诺澳
ent_043752	安妮黛儿
ent_112242	伯盾
ent_121890	国风
ent_146833	歌薇
ent_166098	路路佳
ent_024023	群荣
ent_071086	苦水
ent_217827	嘉士伯
ent_024970	伊莱特
ent_126154	电子
ent_077658	红星美凯龙星选
ent_173004	尚明
ent_104466	苏泊尔
ent_162057	盼盼
ent_194196	康师傅
ent_189849	西星
ent_235423	若美
ent_230884	澳雪澜蝶
ent_023773	白鹭
ent_199434	石榴姐
ent_083542	逸·红颜
ent_035403	涛声
ent_147225	舒莱
ent_211272	好媳妇
ent_107808	广大园
ent_093444	简约
ent_240884	灿坤
ent_041977	十八子
ent_162344	光合
ent_175991	纤莉秀
ent_219682	芬腾
ent_138670	十八子作
ent_093862	科势
ent_225769	施州
ent_111012	李宁
ent_102911	一叶子
ent_022715	荆源楚味
ent_018603	爱华仕